segment;payment_type;customer_city;customer_state;total_payment;order_numbers
Hibernating;boleto;barcarena;PA;411,35;1
Hibernating;boleto;bariri;SP;530,36;3
Hibernating;boleto;barra;BA;63,49;1
Hibernating;boleto;barra bonita;SP;448,08;2
Hibernating;boleto;barra de sao joao;RJ;89,78;2
Hibernating;boleto;barra do garcas;MT;371,55;4
Hibernating;boleto;barra do mendes;BA;45,79;1
Hibernating;boleto;barra do pirai;RJ;366,1;4
Hibernating;boleto;barra dos coqueiros;SE;225,97;1
Hibernating;boleto;barra mansa;RJ;1111,59;11
Hibernating;boleto;barra velha;SC;560,55;3
Hibernating;boleto;barreiras;BA;336,59;3
Hibernating;boleto;barreirinhas;MA;85,36;1
Hibernating;boleto;barretos;SP;462,95;5
Hibernating;boleto;barrinha;SP;295,94;2
Hibernating;boleto;barrolandia;TO;95,77;1
Hibernating;boleto;barueri;SP;3364,66;29
Hibernating;boleto;bastos;SP;226,9;1
Hibernating;boleto;bataypora;MS;129,25;1
Hibernating;boleto;bauru;SP;2969,84;14
Hibernating;boleto;bebedouro;SP;1360,57;9
Hibernating;boleto;bela vista;MS;44,09;1
Hibernating;boleto;bela vista de goias;GO;39,09;1
Hibernating;boleto;belem;PA;10680,18;46
Hibernating;boleto;belem do sao francisco;PE;70,13;1
Hibernating;boleto;belford roxo;RJ;1281,04;8
Hibernating;boleto;belo horizonte;MG;21510,3;144
Hibernating;boleto;belo oriente;MG;85,16;1
Hibernating;boleto;bento goncalves;RS;337,65;3
Hibernating;boleto;bertioga;SP;164,98;2
Hibernating;boleto;bertopolis;MG;82,12;1
Hibernating;boleto;betim;MG;1887,51;13
Hibernating;boleto;bias fortes;MG;108,48;2
Hibernating;boleto;bicas;MG;445,43;3
Hibernating;boleto;bilac;SP;133,78;2
Hibernating;boleto;birigui;SP;404,07;6
Hibernating;boleto;biritiba-mirim;SP;68,3;1
Hibernating;boleto;blumenau;SC;1763,44;15
Hibernating;boleto;boa esperanca;MG;68,02;1
Hibernating;boleto;boa esperanca do iguacu;PR;51;1
Hibernating;boleto;boa esperanca do sul;SP;92,57;1
Hibernating;boleto;boa vista;RR;645,28;4
Hibernating;boleto;bocaiuva;MG;851,98;3
Hibernating;boleto;bofete;SP;106,16;1
Hibernating;boleto;boituva;SP;426,51;4
Hibernating;boleto;bom despacho;MG;825,69;6
Hibernating;boleto;bom jardim;RJ;191,6;2
Hibernating;boleto;bom jardim de minas;MG;206,92;1
Hibernating;boleto;bom jesus;GO;389,28;2
Hibernating;boleto;bom jesus;SC;845,01;1
Hibernating;boleto;bom jesus da serra;BA;322,29;2
Hibernating;boleto;bom jesus do itabapoana;RJ;155,63;1
Hibernating;boleto;bom jesus do tocantins;PA;192,07;1
Hibernating;boleto;bom jesus dos perdoes;SP;47,84;1
Hibernating;boleto;bom repouso;MG;111,02;1
Hibernating;boleto;bom retiro do sul;RS;1289,5;1
Hibernating;boleto;bombinhas;SC;65;1
Hibernating;boleto;bonfim paulista;SP;429,16;2
Hibernating;boleto;bonito de minas;MG;115,44;1
Hibernating;boleto;borborema;SP;113,71;1
Hibernating;boleto;botucatu;SP;909,79;8
Hibernating;boleto;botupora;BA;346,51;1
Hibernating;boleto;botuvera;SC;100,34;1
Hibernating;boleto;braganca paulista;SP;519,13;8
Hibernating;boleto;bras pires;MG;68,02;1
Hibernating;boleto;brasilia;DF;16957,09;123
Hibernating;boleto;brauna;SP;99,33;1
Hibernating;boleto;brazabrantes;GO;43,1;1
Hibernating;boleto;breu branco;PA;438,34;2
Hibernating;boleto;brotas;SP;201,99;2
Hibernating;boleto;brumado;BA;303,14;3
Hibernating;boleto;brusque;SC;702,72;7
Hibernating;boleto;bueno brandao;MG;112,88;1
Hibernating;boleto;buri;SP;186,27;1
Hibernating;boleto;buritama;SP;147,94;1
Hibernating;boleto;buriticupu;MA;190,88;1
Hibernating;boleto;buritis;RO;161,23;1
Hibernating;boleto;cabaceiras do paraguacu;BA;48,69;1
Hibernating;boleto;cabo de santo agostinho;PE;43,62;1
Hibernating;boleto;cabo frio;RJ;914,26;8
Hibernating;boleto;cabrobo;PE;352,55;1
Hibernating;boleto;cacador;SC;121,27;3
Hibernating;boleto;cacapava;SP;1023,26;5
Hibernating;boleto;caceres;MT;237,69;3
Hibernating;boleto;cachoeira alta;GO;51,05;1
Hibernating;boleto;cachoeira da prata;MG;109,89;1
Hibernating;boleto;cachoeira de minas;MG;42,92;1
Hibernating;boleto;cachoeira do sul;RS;171,24;2
Hibernating;boleto;cachoeira paulista;SP;427,12;2
Hibernating;boleto;cachoeiras de macacu;RJ;246,67;2
Hibernating;boleto;cachoeirinha;RS;696,15;6
Hibernating;boleto;cachoeiro de itapemirim;ES;386,4;5
Hibernating;boleto;cacoal;RO;147,13;1
Hibernating;boleto;caconde;SP;116,94;1
Hibernating;boleto;cacu;GO;70,04;1
Hibernating;boleto;caete;MG;125,01;2
Hibernating;boleto;cafelandia;PR;170,53;1
Hibernating;boleto;cafelandia;SP;36,35;1
Hibernating;boleto;caiana;MG;68,04;1
Hibernating;boleto;caibi;SC;51,75;1
Hibernating;boleto;caico;RN;87,8;1
Hibernating;boleto;caieiras;SP;424,4;6
Hibernating;boleto;cairu;BA;78,64;1
Hibernating;boleto;cajamar;SP;1610,08;12
Hibernating;boleto;cajati;SP;217,5;2
Hibernating;boleto;cajazeiras;PB;239,8;1
Hibernating;boleto;cajobi;SP;123,69;1
Hibernating;boleto;cajuri;MG;71,53;1
Hibernating;boleto;caldas novas;GO;562,95;5
Hibernating;boleto;california;PR;56,38;1
Hibernating;boleto;camacari;BA;1041,63;3
Hibernating;boleto;camanducaia;MG;135,34;2
Hibernating;boleto;camapua;MS;274,44;3
Hibernating;boleto;camaqua;RS;154,46;2
Hibernating;boleto;camaragibe;PE;155,54;2
Hibernating;boleto;cambara;PR;30,09;1
Hibernating;boleto;cambe;PR;92,59;1
Hibernating;boleto;camboriu;SC;444,21;4
Hibernating;boleto;cambuci;RJ;85,84;1
Hibernating;boleto;cambui;MG;97,4;2
Hibernating;boleto;campanha;MG;147,31;1
Hibernating;boleto;campina do monte alegre;SP;159,82;1
Hibernating;boleto;campina grande;PB;200,97;2
Hibernating;boleto;campina grande do sul;PR;366,79;2
Hibernating;boleto;campina verde;MG;165,14;2
Hibernating;boleto;campinapolis;MT;188,66;1
Hibernating;boleto;campinas;SP;12158,84;109
Hibernating;boleto;campinas do sul;RS;1019;2
Hibernating;boleto;campinorte;GO;411,21;1
Hibernating;boleto;campo bom;RS;1278,11;7
Hibernating;boleto;campo do meio;MG;142,53;1
Hibernating;boleto;campo ere;SC;42,4;1
Hibernating;boleto;campo grande;MS;4126,28;20
Hibernating;boleto;campo largo;PR;86,09;2
Hibernating;boleto;campo limpo paulista;SP;344,58;3
Hibernating;boleto;campo mourao;PR;310,58;6
Hibernating;boleto;campo novo;RS;197,69;1
Hibernating;boleto;campo verde;MT;81,79;1
Hibernating;boleto;campos belos;GO;154,22;1
Hibernating;boleto;campos borges;RS;72,14;1
Hibernating;boleto;campos de julio;MT;142,21;1
Hibernating;boleto;campos do jordao;SP;148,7;1
Hibernating;boleto;campos dos goytacazes;RJ;1836,09;19
Hibernating;boleto;campos gerais;MG;108;1
Hibernating;boleto;cananeia;SP;38,36;1
Hibernating;boleto;canapolis;BA;30,44;1
Hibernating;boleto;candeias;BA;151,14;1
Hibernating;boleto;candeias;MG;222,58;1
Hibernating;boleto;candido de abreu;PR;85,63;1
Hibernating;boleto;candido mota;SP;271,68;3
Hibernating;boleto;candiota;RS;279,58;1
Hibernating;boleto;cangucu;RS;508,37;2
Hibernating;boleto;canoas;RS;2944,25;19
Hibernating;boleto;canoinhas;SC;131,61;1
Hibernating;boleto;cantagalo;RJ;126,33;1
Hibernating;boleto;capao bonito;SP;74,57;1
Hibernating;boleto;capao da canoa;RS;540,02;3
Hibernating;boleto;capao da porteira;RS;114,44;1
Hibernating;boleto;capao do cipo;RS;206,72;1
Hibernating;boleto;capelinha;MG;217,67;3
Hibernating;boleto;capinopolis;MG;334,7;3
Hibernating;boleto;capitao leonidas marques;PR;148,15;1
Hibernating;boleto;capivari;SP;357,82;3
Hibernating;boleto;capivari de baixo;SC;73,15;1
Hibernating;boleto;caraguatatuba;SP;502,43;6
Hibernating;boleto;carandai;MG;88,72;1
Hibernating;boleto;carangola;MG;85,09;2
Hibernating;boleto;carapebus;RJ;487,72;2
Hibernating;boleto;carapicuiba;SP;1621,99;21
Hibernating;boleto;caratinga;MG;2015,42;5
Hibernating;boleto;carazinho;RS;28,75;1
Hibernating;boleto;carbonita;MG;116,24;1
Hibernating;boleto;cardoso;SP;348,99;2
Hibernating;boleto;cardoso moreira;RJ;189,4;2
Hibernating;boleto;careacu;MG;96,49;1
Hibernating;boleto;cariacica;ES;1318,55;13
Hibernating;boleto;cariri do tocantins;TO;112,12;1
Hibernating;boleto;carlos barbosa;RS;60,09;1
Hibernating;boleto;carmo;RJ;253,08;2
Hibernating;boleto;carmo da mata;MG;124,97;1
Hibernating;boleto;carmo do cajuru;MG;172,84;1
Hibernating;boleto;carmo do paranaiba;MG;1076,62;3
Hibernating;boleto;carpina;PE;55,62;1
Hibernating;boleto;caruaru;PE;694,67;7
Hibernating;boleto;casa branca;SP;186,27;1
Hibernating;boleto;casca;RS;403,81;1
Hibernating;boleto;cascalho rico;MG;85,92;1
Hibernating;boleto;cascavel;CE;88,52;1
Hibernating;boleto;cascavel;PR;380,78;5
Hibernating;boleto;casimiro de abreu;RJ;100,95;1
Hibernating;boleto;cassilandia;MS;117,16;1
Hibernating;boleto;castanhal;PA;193,94;3
Hibernating;boleto;castelo;ES;40,6;1
Hibernating;boleto;castro;PR;77,57;1
Hibernating;boleto;cataguases;MG;35,09;1
Hibernating;boleto;catalao;GO;971,75;2
Hibernating;boleto;catanduva;SP;127,4;2
Hibernating;boleto;catanduvas;SC;72,14;1
Hibernating;boleto;catas altas;MG;96,9;1
Hibernating;boleto;catende;PE;116,34;1
Hibernating;boleto;catigua;SP;82,39;2
Hibernating;boleto;catu;BA;165,48;1
Hibernating;boleto;caucaia;CE;1010,72;3
Hibernating;boleto;caxambu;MG;273,95;3
Hibernating;boleto;caxias;MA;773,55;3
Hibernating;boleto;caxias do sul;RS;2012,33;15
Hibernating;boleto;ceara-mirim;RN;117,38;1
Hibernating;boleto;cedro do abaete;MG;58,09;1
Hibernating;boleto;celina;ES;208,23;2
Hibernating;boleto;celso ramos;SC;193,99;1
Hibernating;boleto;centenario;TO;162,47;1
Hibernating;boleto;centenario do sul;PR;195,12;1
Hibernating;boleto;ceres;GO;312,49;1
Hibernating;boleto;cerqueira cesar;SP;237,76;3
Hibernating;boleto;cerro grande;RS;68,02;1
Hibernating;boleto;cerro largo;RS;357,24;2
Hibernating;boleto;cesario lange;SP;31,75;1
Hibernating;boleto;ceu azul;PR;130,09;2
Hibernating;boleto;chapada;RS;45,31;1
Hibernating;boleto;chapadao do ceu;GO;279,08;2
Hibernating;boleto;chapadao do sul;MS;818,18;4
Hibernating;boleto;chapeco;SC;977,09;9
Hibernating;boleto;charqueadas;RS;217,19;2
Hibernating;boleto;charrua;RS;141,63;1
Hibernating;boleto;chopinzinho;PR;59,11;1
Hibernating;boleto;chui;RS;140;1
Hibernating;boleto;cidade gaucha;PR;221,79;1
Hibernating;boleto;cidade ocidental;GO;58,01;1
Hibernating;boleto;cidreira;RS;113,76;1
Hibernating;boleto;ciriaco;RS;252,74;1
Hibernating;boleto;claudia;MT;65,53;1
Hibernating;boleto;claudio;MG;235,94;3
Hibernating;boleto;clevelandia;PR;48,69;1
Hibernating;boleto;cocal;PI;136,24;1
Hibernating;boleto;cocalinho;MT;29,69;1
Hibernating;boleto;codo;MA;1529,92;2
Hibernating;boleto;colatina;ES;386,27;5
Hibernating;boleto;colider;MT;271,63;1
Hibernating;boleto;colina;SP;185,75;2
Hibernating;boleto;colinas;RS;48,09;1
Hibernating;boleto;colombia;SP;111,19;1
Hibernating;boleto;colombo;PR;405,38;6
Hibernating;boleto;comercinho;MG;144,65;1
Hibernating;boleto;conceicao das pedras;MG;47,38;1
Hibernating;boleto;conceicao de macabu;RJ;115,84;1
Hibernating;boleto;conceicao do coite;BA;34,69;1
Hibernating;boleto;conceicao do mato dentro;MG;436,65;2
Hibernating;boleto;conchal;SP;237,35;2
Hibernating;boleto;conchas;SP;154,41;2
Hibernating;boleto;concordia;SC;664,93;10
Hibernating;boleto;confresa;MT;227,25;2
Hibernating;boleto;congonhas;MG;431,12;3
Hibernating;boleto;conquista;MG;41,38;1
Hibernating;boleto;conselheiro lafaiete;MG;473,49;5
Hibernating;boleto;contagem;MG;2432,62;28
Hibernating;boleto;coqueiro baixo;RS;35,09;1
Hibernating;boleto;corbelia;PR;64,1;1
Hibernating;boleto;cordeiro;RJ;173,34;2
Hibernating;boleto;cordeiropolis;SP;282,07;3
Hibernating;boleto;coroados;SP;131,44;1
Hibernating;boleto;coromandel;MG;461,51;3
Hibernating;boleto;coronel fabriciano;MG;499,6;3
Hibernating;boleto;coronel vivida;PR;27,1;1
Hibernating;boleto;corumba;MS;138,6;1
Hibernating;boleto;corumba de goias;GO;42,1;1
Hibernating;boleto;corumbaiba;GO;36,1;1
Hibernating;boleto;cosmopolis;SP;283,85;4
Hibernating;boleto;costa rica;MS;118,17;1
Hibernating;boleto;cotia;SP;2176,63;18
Hibernating;boleto;cotipora;RS;127,53;1
Hibernating;boleto;coxim;MS;144,08;2
Hibernating;boleto;crato;CE;90,73;1
Hibernating;boleto;cravinhos;SP;298,17;2
Hibernating;boleto;criciuma;SC;1428,3;8
Hibernating;boleto;cristal;RS;234,02;2
Hibernating;boleto;cristalandia;TO;864,69;1
Hibernating;boleto;cristina;MG;567,95;1
Hibernating;boleto;croata;CE;87,8;1
Hibernating;boleto;cruz alta;RS;682,38;4
Hibernating;boleto;cruzeiro;SP;313,82;4
Hibernating;boleto;cruzeiro do sul;AC;130,85;1
Hibernating;boleto;cruzeiro do sul;RS;2096,14;1
Hibernating;boleto;cruzilia;MG;44,1;1
Hibernating;boleto;cubatao;SP;555,95;10
Hibernating;boleto;cuiaba;MT;3758,25;23
Hibernating;boleto;cunha;SP;126,18;1
Hibernating;boleto;curitiba;PR;11580,93;107
Hibernating;boleto;curitibanos;SC;94,85;2
Hibernating;boleto;curuca;PA;281,96;1
Hibernating;boleto;cururupu;MA;96,96;1
Hibernating;boleto;curvelo;MG;36,69;1
Hibernating;boleto;delfinopolis;MG;69,12;1
Hibernating;boleto;descalvado;SP;27,85;1
Hibernating;boleto;diadema;SP;1915,09;22
Hibernating;boleto;diamante do norte;PR;112,73;1
Hibernating;boleto;diamantina;MG;216,64;2
Hibernating;boleto;dias d'avila;BA;75,5;2
Hibernating;boleto;divino;MG;329,22;3
Hibernating;boleto;divinolandia de minas;MG;106,78;2
Hibernating;boleto;divinopolis;MG;4079,59;12
Hibernating;boleto;dois corregos;SP;31,75;1
Hibernating;boleto;dois irmaos;RS;913,7;1
Hibernating;boleto;dois vizinhos;PR;162,65;3
Hibernating;boleto;dom aquino;MT;448,18;2
Hibernating;boleto;dom basilio;BA;38,78;1
Hibernating;boleto;dom eliseu;PA;57,63;1
Hibernating;boleto;dom feliciano;RS;323,68;1
Hibernating;boleto;dom pedrito;RS;28,75;1
Hibernating;boleto;domingos martins;ES;65,11;1
Hibernating;boleto;dona francisca;RS;286,25;1
Hibernating;boleto;dourado;SP;25,5;1
Hibernating;boleto;dourados;MS;733,63;5
Hibernating;boleto;dracena;SP;942,68;3
Hibernating;boleto;duque de caxias;RJ;1293,62;8
Hibernating;boleto;edeia;GO;116,94;1
Hibernating;boleto;eldorado;SP;173,23;1
Hibernating;boleto;eldorado do sul;RS;239,73;2
Hibernating;boleto;elias fausto;SP;105,66;1
Hibernating;boleto;embu das artes;SP;2934,87;16
Hibernating;boleto;embu-guacu;SP;58,77;2
Hibernating;boleto;encantado;RS;325,5;3
Hibernating;boleto;encruzilhada do sul;RS;89,97;1
Hibernating;boleto;engenheiro beltrao;PR;52,38;1
Hibernating;boleto;engenheiro coelho;SP;89,49;2
Hibernating;boleto;engenheiro paulo de frontin;RJ;39,09;1
Hibernating;boleto;erechim;RS;920,37;4
Hibernating;boleto;erico cardoso;BA;24,88;1
Hibernating;boleto;ervalia;MG;268,48;1
Hibernating;boleto;esmeraldas;MG;58,11;1
Hibernating;boleto;espera feliz;MG;575,21;2
Hibernating;boleto;esperantina;PI;307,26;2
Hibernating;boleto;esperantina;TO;122,58;1
Hibernating;boleto;espumoso;RS;167,95;2
Hibernating;boleto;estancia velha;RS;71,53;1
Hibernating;boleto;esteio;RS;311,86;3
Hibernating;boleto;estrela;RS;178,24;2
Hibernating;boleto;euclides da cunha;BA;236,03;2
Hibernating;boleto;eugenopolis;MG;100,82;1
Hibernating;boleto;eunapolis;BA;320,75;5
Hibernating;boleto;eusebio;CE;229,91;1
Hibernating;boleto;extrema;MG;137,87;3
Hibernating;boleto;farroupilha;RS;222,37;3
Hibernating;boleto;fartura;SP;102,96;1
Hibernating;boleto;fatima;TO;95,64;1
Hibernating;boleto;fatima do sul;MS;131,57;1
Hibernating;boleto;faxinal dos guedes;SC;355,8;3
Hibernating;boleto;fazenda nova;GO;77,57;1
Hibernating;boleto;fazenda rio grande;PR;351,68;3
Hibernating;boleto;feira de santana;BA;1367,23;5
Hibernating;boleto;feliz;RS;363,47;5
Hibernating;boleto;feliz deserto;AL;263,24;1
Hibernating;boleto;fernandopolis;SP;749,02;3
Hibernating;boleto;ferraz de vasconcelos;SP;760,11;9
Hibernating;boleto;figueiropolis d'oeste;MT;78,64;1
Hibernating;boleto;flores da cunha;RS;302,79;2
Hibernating;boleto;floriano;PI;87,37;1
Hibernating;boleto;florianopolis;SC;4071,86;44
Hibernating;boleto;formiga;MG;123,47;1
Hibernating;boleto;formosa;GO;1233,83;5
Hibernating;boleto;formosa do oeste;PR;86,15;1
Hibernating;boleto;forquilhinha;SC;187,02;3
Hibernating;boleto;fortaleza;CE;6983,09;39
Hibernating;boleto;foz do iguacu;PR;806,63;4
Hibernating;boleto;fraiburgo;SC;274,94;2
Hibernating;boleto;franca;SP;721,1;9
Hibernating;boleto;francisco beltrao;PR;260,98;2
Hibernating;boleto;francisco morato;SP;32,67;1
Hibernating;boleto;francisco sa;MG;81,79;1
Hibernating;boleto;franco da rocha;SP;1339,78;11
Hibernating;boleto;frederico westphalen;RS;404,11;3
Hibernating;boleto;fruta de leite;MG;64,1;1
Hibernating;boleto;frutal;MG;289,29;2
Hibernating;boleto;fundao;ES;55,1;1
Hibernating;boleto;galia;SP;217,64;1
Hibernating;boleto;gameleira;PE;55,62;1
Hibernating;boleto;gameleiras;MG;437,26;2
Hibernating;boleto;garanhuns;PE;472,67;1
Hibernating;boleto;garca;SP;571,33;3
Hibernating;boleto;garibaldi;RS;139,43;1
Hibernating;boleto;garopaba;SC;274,1;4
Hibernating;boleto;gaurama;RS;77,66;1
Hibernating;boleto;getulina;SP;86,02;1
Hibernating;boleto;getulio vargas;RS;219,7;2
Hibernating;boleto;goianapolis;GO;259,68;1
Hibernating;boleto;goianesia;GO;137,1;2
Hibernating;boleto;goiania;GO;6510,41;52
Hibernating;boleto;goianira;GO;79,16;1
Hibernating;boleto;goiatuba;GO;114,45;1
Hibernating;boleto;goioere;PR;170,18;1
Hibernating;boleto;goitacazes;RJ;117,85;1
Hibernating;boleto;goncalves dias;MA;99,25;1
Hibernating;boleto;gouveia;MG;155,72;1
Hibernating;boleto;governador celso ramos;SC;156,49;1
Hibernating;boleto;governador valadares;MG;1027,8;10
Hibernating;boleto;gramado;RS;640,77;6
Hibernating;boleto;grao mogol;MG;117,85;1
Hibernating;boleto;grao para;SC;41,5;1
Hibernating;boleto;gravata;PE;125,23;1
Hibernating;boleto;gravatai;RS;1272,25;10
Hibernating;boleto;guabiruba;SC;253,43;2
Hibernating;boleto;guacui;ES;48,69;1
Hibernating;boleto;guaiba;RS;232,69;3
Hibernating;boleto;guaira;PR;66,78;1
Hibernating;boleto;guaira;SP;269,36;3
Hibernating;boleto;guajara-mirim;RO;64,05;1
Hibernating;boleto;guamare;RN;52,05;1
Hibernating;boleto;guanambi;BA;196,83;2
Hibernating;boleto;guanhaes;MG;619,95;1
Hibernating;boleto;guapiacu;SP;225,63;2
Hibernating;boleto;guapimirim;RJ;139,61;1
Hibernating;boleto;guapo;GO;224,94;1
Hibernating;boleto;guapore;RS;175,22;2
Hibernating;boleto;guara;SP;46,75;1
Hibernating;boleto;guaramirim;SC;65;1
Hibernating;boleto;guaranesia;MG;69,12;1
Hibernating;boleto;guaraniacu;PR;243,97;2
Hibernating;boleto;guaranta do norte;MT;88,05;1
Hibernating;boleto;guarapari;ES;287,58;2
Hibernating;boleto;guarapuava;PR;618,84;7
Hibernating;boleto;guararapes;SP;274,45;4
Hibernating;boleto;guaratingueta;SP;416,12;3
Hibernating;boleto;guariba;SP;253,09;2
Hibernating;boleto;guaruja;SP;1917,69;12
Hibernating;boleto;guaruja do sul;SC;44;1
Hibernating;boleto;guarulhos;SP;6809,24;60
Hibernating;boleto;guaxupe;MG;164,34;2
Hibernating;boleto;guimarania;MG;235,84;2
Hibernating;boleto;gurupi;TO;149,72;2
Hibernating;boleto;herval d'oeste;SC;55,1;1
Hibernating;boleto;holambra;SP;229,2;3
Hibernating;boleto;horizontina;RS;32;1
Hibernating;boleto;hortolandia;SP;1816,21;12
Hibernating;boleto;iacanga;SP;58,09;1
Hibernating;boleto;iaciara;GO;311,19;1
Hibernating;boleto;iacri;SP;39,84;1
Hibernating;boleto;iapu;MG;46,9;1
Hibernating;boleto;iaras;SP;93,57;1
Hibernating;boleto;ibaiti;PR;57,63;1
Hibernating;boleto;ibia;MG;163,26;1
Hibernating;boleto;ibiapina;CE;66,79;1
Hibernating;boleto;ibiassuce;BA;62,23;1
Hibernating;boleto;ibicare;SC;55,1;1
Hibernating;boleto;ibicoara;BA;31,19;1
Hibernating;boleto;ibipora;PR;35;1
Hibernating;boleto;ibiraci;MG;186,85;1
Hibernating;boleto;ibirite;MG;104,28;1
Hibernating;boleto;ibiruba;RS;39,58;1
Hibernating;boleto;ibitiara;BA;157,28;1
Hibernating;boleto;ibitinga;SP;172,23;2
Hibernating;boleto;ibitira;BA;421,03;1
Hibernating;boleto;ibiuna;SP;71,82;1
Hibernating;boleto;icara;SC;397,7;3
Hibernating;boleto;icem;SP;158,7;2
Hibernating;boleto;ichu;BA;47,78;1
Hibernating;boleto;iconha;ES;105,14;2
Hibernating;boleto;igaracu do tiete;SP;28,75;1
Hibernating;boleto;igarapava;SP;138,16;2
Hibernating;boleto;igarape;MG;309,48;2
Hibernating;boleto;igarassu;PE;177,39;1
Hibernating;boleto;igarata;SP;554,4;1
Hibernating;boleto;iguaba grande;RJ;46,78;1
Hibernating;boleto;iguape;SP;286,46;2
Hibernating;boleto;ijui;RS;288,77;4
Hibernating;boleto;ilhabela;SP;377,73;4
Hibernating;boleto;ilheus;BA;238,34;4
Hibernating;boleto;ilhota;SC;194,12;1
Hibernating;boleto;ilopolis;RS;60,1;1
Hibernating;boleto;imbituba;SC;613,16;3
Hibernating;boleto;imbituva;PR;28,08;1
Hibernating;boleto;imperatriz;MA;754,69;5
Hibernating;boleto;inacio martins;PR;163,64;2
Hibernating;boleto;indaial;SC;130,15;1
Hibernating;boleto;indaiatuba;SP;4135,4;32
Hibernating;boleto;indiapora;SP;163,65;1
Hibernating;boleto;inhambupe;BA;299,69;2
Hibernating;boleto;inhapim;MG;96,01;1
Hibernating;boleto;inhumas;GO;79,56;1
Hibernating;boleto;inubia paulista;SP;112,2;1
Hibernating;boleto;ipameri;GO;370,05;2
Hibernating;boleto;ipatinga;MG;1555,59;16
Hibernating;boleto;ipixuna do para;PA;128,09;1
